,Identifier,Company Name,Country of Exchange,Exchange Name,TRBC Economic Sector Name,Total Assets,ROA ,Total Current Assets,Total Debt,Total Equity,"Property/Plant/Equipment, Total - Net",Cash from Operating Activities,Cash from Financing Activities,Cash from Investing Activities,Price To Book Value Per Share ,Depreciation,Total Current Liabilities,Retained Earnings ,Cash and Short Term Investments,Cash Dividend Paid,Company Market Cap,Shares Held By Strategic Investors,Free Cash Flow,Total Revenue,"Accounts Receivable - Trade, Net",Accounts Payable,Total Common Shares Outstanding,TRBC Economic Sector Name,TRBC Business Sector Name,Price close,EBIT
660,DIG.HM,Development Investment Construction JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"16,846,904,640,870.00",6.90%,"11,214,616,631,890.00","4,906,653,550,810.00","7,464,249,923,880.00","817,028,567,590.00","-1,966,481,277,660.00","5,331,368,872,490.00","-2,767,596,862,970.00",8.14,"51,221,152,290.00","4,670,430,680,530.00","1,111,416,213,360.00","3,738,158,032,290.00",,"48,339,456,025,399.90","269,836,362.00","1,011,641,531,100.00","2,568,688,844,440.00","1,153,513,729,670.00","288,164,675,700.00","499,890,960.00",Real Estate,Real Estate,"46,500.00","-12,994,516,530.00"
661,DAD.HN,Danang Education Investment And Development JSC,Vietnam,HANOI STOCK EXCHANGE,Consumer Cyclicals,"129,601,565,900.00",11.40%,"103,934,994,450.00",0,"91,289,934,980.00","10,569,541,940.00","6,317,666,030.00","-6,988,800,000.00","4,152,341,420.00",1.34,,"38,311,630,920.00","35,696,564,130.00","44,921,039,000.00","6,988,800,000.00","129,991,680,000.00","2,473,600.00","7,474,285,700.00","261,631,365,140.00","26,803,040,070.00","16,525,544,610.00","4,659,200.00",Consumer Cyclicals,Cyclical Consumer Services,"35,250.00","177,800,470,080.00"
662,MAS.HN,Danang Airport Services JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"75,761,703,120.00",-17.30%,"20,156,325,000.00","12,749,000,070.00","27,650,959,480.00","54,084,869,770.00","-4,813,192,190.00","-2,238,715,380.00","8,361,625,460.00",7.11,"14,516,351,760.00","41,666,431,240.00","-15,829,078,640.00","8,255,293,320.00","10,107,870.00","198,447,259,500.00","1,572,610.00","-1,056,552,440.00","45,086,146,360.00","2,484,218,890.00","6,254,515,760.00","4,267,680.00",Industrials,Transportation,"13,700.00","33,523,241,900.00"
663,VDS.HM,Viet Dragon Securities Corp,Vietnam,HOCHIMINH STOCK EXCHANGE,Financials,"4,033,154,108,570.00",12.90%,"3,920,238,302,700.00","2,226,718,000,000.00","1,621,193,871,570.00","32,283,503,360.00","-983,915,171,280.00","919,811,826,300.00","-44,592,716,080.00",2.37,"8,165,424,570.00","2,322,942,181,670.00","486,643,303,770.00","1,233,708,029,070.00","30,315,173,700.00","3,704,939,441,249.98","68,102,391.00","383,212,059,340.00","1,022,100,874,480.00",,"31,126,883,240.00","105,104,670.00",Financials,Banking & Investment Services,"12,900.00","99,114,193,570.00"
664,VPH.HM,Van Phat Hung Corp,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"2,090,252,596,000.00",0.70%,"1,787,906,250,970.00","434,974,000,000.00","1,032,017,967,720.00","71,494,345,260.00","-161,295,128,920.00","155,479,595,870.00","-25,666,027,660.00",1.27,"5,845,986,520.00","1,050,638,728,220.00","77,437,703,590.00","7,785,228,940.00",0,"1,306,401,860,000.00","46,747,569.00","40,479,929,100.00","268,626,552,340.00","40,116,149,300.00","2,379,667,750.00","95,357,800.00",Real Estate,Real Estate,"15,500.00","27,982,429,540.00"
665,RDP.HM,Rang Dong Holding JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Basic Materials,"2,222,429,385,000.00",1.70%,"1,316,724,272,290.00","1,237,503,477,590.00","433,220,817,250.00","677,073,644,170.00","-4,790,219,020.00","-455,252,900.00","9,530,222,400.00",1.4,"59,868,626,370.00","1,180,785,498,060.00","-73,734,275,410.00","33,865,023,270.00",,"614,563,559,400.00","24,387,366.00","39,878,698,510.00","2,711,376,159,830.00","424,944,913,350.00","163,089,683,000.00","47,640,590.00",Basic Materials,Chemicals,"14,300.00","41,372,171,180.00"
666,SDU.HN,Song Da Urban Investment Construction and Development JSC,Vietnam,HANOI STOCK EXCHANGE,Real Estate,"1,189,227,292,620.00",0.20%,"942,967,179,800.00","201,226,207,860.00","352,402,147,600.00","11,594,931,890.00","28,189,390,830.00","-67,417,943,520.00","1,095,454,010.00",0.88,,"804,659,023,990.00","24,795,867,030.00","24,739,601,270.00",,"310,000,000,000.00","11,207,100.00","3,224,853,610.00","54,462,513,640.00","15,321,574,080.00","15,766,639,520.00","20,000,000.00",Real Estate,Real Estate,"23,100.00","16,537,382,920.00"
667,NAG.HN,Nagakawa Group JSC,Vietnam,HANOI STOCK EXCHANGE,Consumer Cyclicals,"1,201,009,605,290.00",1.60%,"1,094,617,516,040.00","793,167,736,270.00","213,489,946,530.00","24,844,980,620.00","-298,888,739,030.00","396,076,739,610.00","-92,482,371,590.00",1.1,"5,240,186,730.00","970,480,669,670.00","34,650,168,520.00","101,314,339,650.00",0,"238,561,523,200.00","10,556,687.00","20,439,235,310.00","1,404,424,090,020.00","294,624,743,970.00","110,011,347,570.00","16,682,620.00",Consumer Cyclicals,Cyclical Consumer Products,"10,600.00","8,540,790,140.00"
668,TCO.HM,Duyen Hai Multi Modal Transport JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Industrials,"377,543,947,850.00",14.90%,"363,291,599,160.00","44,295,867,040.00","274,228,298,040.00","5,865,648,980.00","-95,158,175,440.00","44,859,357,700.00","-4,972,151,230.00",1.37,"40,497,081,800.00","64,220,247,100.00","56,246,799,880.00","9,075,499,110.00","11,447,449,970.00","432,224,100,000.00","11,673,530.00","-2,323,901,400.00","242,577,282,400.00","27,879,637,610.00","9,066,712,540.00","18,711,000.00",Industrials,Transportation,"7,200.00","-1,009,395,980.00"
669,MCG.HM,MCG Energy and Real Estate JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Industrials,"644,452,483,220.00",,"340,916,377,310.00","4,280,640,000.00","188,611,991,450.00","12,716,567,710.00","13,609,453,330.00","-28,735,099,820.00","25,943,383,600.00",2.56,,"303,840,491,770.00","-374,800,573,400.00","12,638,337,720.00",,"553,184,153,305.51","17,946,580.00",,"174,385,188,600.00","66,374,481,940.00","107,683,334,520.00",,Industrials,Industrial & Commercial Services,"13,000.00","-50,675,691,820.00"
670,PDC.HN,Phuong Dong Petroleum Tourism JSC,Vietnam,HANOI STOCK EXCHANGE,Consumer Cyclicals,"278,713,391,370.00",-5.20%,"98,870,334,600.00",0,"126,804,414,270.00","105,918,997,950.00","-2,332,604,140.00",,"-1,287,510,320.00",0.81,"10,156,094,140.00","151,755,177,100.00","-46,131,991,240.00","1,935,185,880.00",,"108,000,000,000.00","8,917,500.00","-6,617,000,980.00","21,151,021,070.00","58,202,888,410.00","133,921,676,580.00","15,000,000.00",Consumer Cyclicals,Cyclical Consumer Services,"64,110.61","85,687,159,510.00"
671,LGL.HM,Long Giang Investment and Urban Development JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Industrials,"1,669,090,340,500.00",0.30%,"1,070,193,689,650.00","253,629,937,010.00","650,157,995,070.00","63,315,873,530.00","104,847,975,930.00","-71,553,214,230.00","-80,061,647,890.00",1.05,"19,353,769,290.00","745,734,320,370.00","69,425,138,510.00","24,540,416,850.00",0,"669,462,300,000.00","26,416,406.00","21,517,411,360.00","123,961,801,990.00","266,433,590,230.00","138,174,880,560.00","51,497,100.00",Industrials,Industrial & Commercial Services,"23,400.00","243,329,754,720.00"
672,PMC.HN,Pharmedic Pharmaceutical Medicinal JSC,Vietnam,HANOI STOCK EXCHANGE,Healthcare,"451,493,874,510.00",14.70%,"389,042,182,270.00",0,"388,876,873,340.00","53,900,322,010.00","62,846,941,840.00","-21,654,556,340.00","-126,784,634,840.00",1.58,"13,968,182,880.00","62,617,001,170.00","39,785,126,990.00","271,560,479,050.00","21,654,556,340.00","611,283,531,500.00","4,157,194.00","53,111,420,530.00","414,231,960,300.00","39,175,220,190.00","8,377,806,830.00","9,332,570.00",Healthcare,Pharmaceuticals & Medical Research,"44,004.84","8,272,846,720.00"
673,ITC.HM,Investment and Trading of Real Estate JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"4,439,069,879,470.00",3.00%,"2,461,100,137,100.00","719,122,949,220.00","1,902,243,379,260.00","664,094,951,170.00","143,718,887,560.00","-115,639,592,330.00","-10,021,105,310.00",1.1,,"2,010,044,719,250.00","198,243,467,880.00","60,797,189,650.00",,"2,040,809,167,800.00","42,480,161.00","151,383,718,770.00","776,123,088,610.00","138,668,538,950.00","159,950,970,960.00","87,214,070.00",Real Estate,Real Estate,"72,200.00","271,573,827,780.00"
674,BED.HN,Danang Books and School Equipment JSC,Vietnam,HANOI STOCK EXCHANGE,Consumer Cyclicals,"50,921,708,190.00",10.70%,"27,225,292,500.00",0,"40,471,502,390.00","2,617,755,040.00","2,321,361,900.00","-6,885,631,250.00","5,294,329,320.00",3.74,"1,191,050,810.00","9,916,725,800.00","6,017,068,640.00","10,708,548,610.00","6,885,631,250.00","138,000,000,000.00","2,804,435.00","-176,746,980.00","73,723,414,780.00","1,906,595,750.00","6,428,785,640.00","3,000,000.00",Consumer Cyclicals,Retailers,"21,500.00","89,038,518,950.00"
675,TV2.HM,Power Engineering Consulting JSC 2,Vietnam,HOCHIMINH STOCK EXCHANGE,Industrials,"4,238,326,753,200.00",6.10%,"3,384,077,590,220.00","135,868,492,210.00","1,376,211,820,810.00","308,384,616,680.00","-175,177,256,470.00","39,987,318,630.00","162,593,801,830.00",2.49,"30,737,289,970.00","2,741,216,885,500.00","447,519,155,850.00","493,617,507,100.00","35,226,385,900.00","3,250,309,780,200.00","25,988,316.00","58,845,069,080.00","3,473,003,625,650.00","2,576,251,015,710.00","2,288,453,776,580.00","45,018,140.00",Industrials,Industrial & Commercial Services,"16,800.00","58,981,294,010.00"
676,SRC.HM,Saovang Rubber JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Cyclicals,"1,235,371,486,110.00",3.00%,"507,041,219,920.00","416,207,971,950.00","432,592,953,660.00","55,387,518,970.00","163,040,217,620.00","100,455,050,220.00","-287,910,794,400.00",1.41,"20,663,817,540.00","514,726,997,330.00","64,280,586,660.00","46,820,437,620.00","27,975,683,510.00","603,362,412,000.00","16,991,703.00","28,466,852,880.00","955,714,877,140.00","85,707,708,190.00","69,917,694,270.00","28,063,370.00",Consumer Cyclicals,Automobiles & Auto Parts,"17,300.00","8,207,159,090.00"
677,SRF.HM,Searefico Corp,Vietnam,HOCHIMINH STOCK EXCHANGE,Industrials,"1,861,488,266,770.00",1.70%,"1,341,396,340,480.00","697,826,383,600.00","482,417,556,390.00","303,262,439,280.00","10,898,454,320.00","-83,535,093,190.00","69,232,586,060.00",1.21,"16,864,072,550.00","1,192,922,745,600.00","142,979,369,250.00","170,857,878,430.00","526,611,250.00","597,521,904,000.00","24,884,486.00","29,579,145,660.00","930,440,139,440.00","696,780,183,730.00","305,878,893,930.00","33,786,780.00",Industrials,Industrial & Commercial Services,"15,900.00","30,863,612,430.00"
678,HAD.HN,Hanoi Haiduong Beer JSC,Vietnam,HANOI STOCK EXCHANGE,Consumer Non-Cyclicals,"89,837,990,640.00",3.40%,"62,643,773,450.00",0,"71,985,337,430.00","21,520,237,310.00","321,086,380.00","-3,995,411,500.00","1,561,535,100.00",0.96,"7,748,489,320.00","17,852,653,210.00","6,150,804,380.00","40,248,949,000.00","3,995,411,500.00","69,200,000,000.00","2,246,520.00","5,427,411,180.00","126,565,348,050.00",0,"31,199,800.00","4,000,000.00",Consumer Non-Cyclicals,Food & Beverages,"76,000.00","58,126,086,750.00"
679,DBT.HM,Ben Tre Pharmaceutical JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Healthcare,"786,991,797,260.00",1.50%,"613,423,111,890.00","383,326,255,450.00","191,207,478,670.00","55,308,595,440.00","-37,582,061,220.00","-52,343,410,400.00","77,194,268,910.00",1.24,"6,743,674,250.00","568,540,681,310.00","37,187,353,280.00","30,152,873,060.00","9,917,555,900.00","225,861,344,400.00","7,049,792.00","747,758,410.00","612,048,855,880.00","126,841,095,320.00","180,266,231,820.00","14,205,120.00",Healthcare,Pharmaceuticals & Medical Research,"33,700.00","1,367,659,000,000.00"
680,API.HN,Asia Pacific Investment JSC,Vietnam,HANOI STOCK EXCHANGE,Real Estate,"2,850,119,782,960.00",7.00%,"2,235,155,479,690.00","647,391,715,490.00","841,349,066,840.00","201,723,794,280.00","-214,644,015,610.00","138,317,147,380.00","-27,048,977,580.00",4.52,"7,152,584,370.00","1,938,895,288,320.00","322,291,850,620.00","350,837,373,750.00","10,515,849,600.00","2,904,719,999,999.98","17,845,922.00","198,177,241,670.00","1,168,012,481,710.00","142,171,904,900.00","227,565,533,060.00","38,220,000.00",Real Estate,Real Estate,"125,900.00","-15,181,103,500.00"
681,EIB.HM,Vietnam Export Import Commercial Joint Stock Bank,Vietnam,HOCHIMINH STOCK EXCHANGE,Financials,"165,831,996,000,000.00",0.60%,,"29,184,000,000.00","17,784,908,000,000.00","778,868,000,000.00","-7,711,164,000,000.00",,"-115,377,000,000.00",2.35,,,"3,205,658,000,000.00",,,"41,431,888,864,800.00","17,922,068.00","978,057,000,000.00",,,,"1,229,432,900.00",Financials,Banking & Investment Services,"24,800.00","110,220,876,470.00"
682,CSC.HN,Cotana Group JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"2,355,652,961,910.00",3.40%,"2,275,546,610,750.00","607,152,223,510.00","357,689,831,590.00","42,111,457,030.00","-146,835,482,670.00","128,618,332,670.00","-8,154,303,080.00",9.05,"4,491,279,770.00","1,540,661,501,710.00","110,183,081,940.00","258,560,655,050.00","23,983,599,000.00","2,872,552,529,600.00","13,596,072.00","39,563,084,320.00","719,577,124,540.00","310,070,043,500.00","342,902,521,720.00","22,816,140.00",Industrials,Industrial & Commercial Services,"45,500.00","166,791,503,890.00"
683,VIT.HN,Viglacera Tien Son JSC,Vietnam,HANOI STOCK EXCHANGE,Consumer Cyclicals,"1,661,873,046,600.00",3.50%,"613,935,492,380.00","816,017,430,080.00","614,921,084,980.00","1,021,667,617,210.00","127,491,685,550.00","584,579,207,300.00","-755,257,609,090.00",2.07,"75,150,776,980.00","643,097,599,170.00","46,166,694,620.00","65,100,670,980.00","35,100,000,000.00","1,240,000,000,000.00","11,212,837.00","-671,195,022,450.00","1,256,801,935,660.00","46,318,359,700.00","178,786,352,330.00","49,999,660.00",Consumer Cyclicals,Cyclical Consumer Products,"12,700.00","1,466,991,990.00"
684,CVT.HM,CMC JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Cyclicals,"1,393,915,886,380.00",9.20%,"796,231,705,790.00","354,604,622,030.00","763,617,584,370.00","585,100,440,140.00","247,685,093,840.00","42,186,937,500.00","-214,085,981,770.00",2.21,"128,242,631,510.00","594,002,754,590.00","303,653,969,780.00","220,591,372,370.00","54,838,466,850.00","1,673,835,363,837.58","18,840,149.00","45,343,863,110.00","1,307,357,461,010.00","7,380,263,230.00","183,183,161,800.00","36,690,890.00",Consumer Cyclicals,Cyclical Consumer Products,"17,250.00","53,025,292,960.00"
685,TMX.HN,Vicem Cement Trading JSC,Vietnam,HANOI STOCK EXCHANGE,Basic Materials,"134,416,486,890.00",2.20%,"132,246,079,390.00",0,"94,573,714,700.00","2,170,407,500.00","-6,745,902,920.00","-4,916,606,420.00","11,574,474,980.00",0.82,"416,220,610.00","37,560,760,830.00","7,731,124,130.00","115,000,352,750.00","4,916,606,420.00","76,200,000,000.00","5,046,704.00","-1,417,140,420.00","495,603,635,300.00","1,110,026,480.00","22,838,917,330.00","6,000,000.00",Basic Materials,Mineral Resources,"142,499.94","1,857,295,000,000.00"
686,PHC.HM,Phuc Hung Holdings Construction JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Industrials,"2,463,862,625,730.00",2.40%,"1,886,577,772,700.00","940,144,468,480.00","671,685,665,770.00","349,379,899,680.00","-66,509,799,080.00","37,722,734,020.00","2,397,716,210.00",1.31,"8,152,170,160.00","1,609,493,715,610.00","84,298,549,450.00","59,698,309,820.00","164,748,050.00","479,684,498,250.00","9,862,569.00","-7,407,276,480.00","934,889,413,210.00","806,959,410,750.00","500,120,250,270.00","33,950,520.00",Industrials,Industrial & Commercial Services,"14,800.00","-78,133,664,710.00"
687,MSN.HM,Masan Group Corp,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Non-Cyclicals,"126,093,471,000,000.00",8.40%,"43,630,176,000,000.00","58,177,645,000,000.00","32,810,982,000,000.00","33,383,006,000,000.00","1,143,913,000,000.00","7,095,693,000,000.00","6,346,219,000,000.00",9.38,"4,631,679,000,000.00","34,547,836,000,000.00","18,795,877,000,000.00","22,637,575,000,000.00","3,442,095,000,000.00","201,871,432,332,000.00","908,769,928.00","8,383,175,000,000.02","88,628,767,000,000.00","2,446,855,000,000.00","7,970,287,000,000.00","1,416,641,630.00",Consumer Non-Cyclicals,Food & Beverages,"56,422.95","84,790,560,480.00"
688,VC9.HN,Construction JSC No 9,Vietnam,HANOI STOCK EXCHANGE,Industrials,"1,187,926,618,580.00",0.10%,"1,135,953,236,640.00","385,926,597,990.00","9,566,563,900.00","27,707,242,960.00","102,838,677,660.00","-44,677,233,360.00","-57,877,959,380.00",2.46,"23,910,178,200.00","1,085,833,039,430.00","-107,247,266,480.00","22,758,780,840.00",,"173,088,960,000.00","6,306,810.00","6,745,033,300.00","209,881,535,290.00","602,384,133,870.00","266,199,249,400.00","11,695,200.00",Industrials,Industrial & Commercial Services,"21,600.00","19,986,093,140.00"
689,GDT.HM,DucThanh Wood Processing JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Consumer Cyclicals,"380,965,039,530.00",15.60%,"228,510,699,560.00","60,794,284,000.00","265,392,890,350.00","42,234,488,930.00","34,347,820,260.00","-65,235,876,500.00","38,280,038,700.00",3.76,"4,747,379,380.00","111,270,221,410.00","64,392,252,830.00","99,399,607,370.00","71,084,787,000.00","1,120,292,138,200.00","8,736,457.00","-8,944,531,200.00","338,629,382,700.00","18,273,304,210.00","14,521,145,770.00","19,437,260.00",Consumer Cyclicals,Cyclical Consumer Products,"34,600.00","75,967,455,700.00"
690,TV3.HN,Power Engineering Consulting JSC 3,Vietnam,HANOI STOCK EXCHANGE,Industrials,"328,188,346,490.00",6.20%,"207,663,131,410.00","17,400,276,570.00","124,888,996,300.00","10,594,712,360.00","-20,743,379,230.00","9,360,833,570.00","-26,279,973,500.00",1.63,"8,286,181,490.00","203,299,350,200.00","23,056,336,300.00","40,214,169,840.00","8,039,443,000.00","178,763,025,600.00","5,241,150.00","19,425,948,420.00","312,201,617,680.00","141,824,137,030.00","9,072,136,590.00","8,276,070.00",Industrials,Industrial & Commercial Services,"17,400.00","6,440,241,440.00"
691,TIX.HM,Tan Binh Import Export Joint Stock Corp,Vietnam,HOCHIMINH STOCK EXCHANGE,Real Estate,"1,210,537,813,520.00",9.90%,"390,655,306,450.00","22,474,000,000.00","825,485,922,060.00","133,207,142,550.00","74,060,059,800.00","-52,192,462,880.00","-35,310,665,880.00",1.26,,"93,112,602,060.00","203,444,710,920.00","298,998,517,150.00","74,666,462,880.00","1,038,000,000,000.00","14,343,410.00","11,463,194,300.00","265,446,786,290.00","61,796,185,730.00","5,871,029,520.00","30,000,000.00",Real Estate,Real Estate,"17,800.00","64,672,544,490.00"
692,BXH.HN,Haiphong Packing VICEM JSC,Vietnam,HANOI STOCK EXCHANGE,Basic Materials,"129,729,428,630.00",1.20%,"122,987,478,250.00","16,550,371,080.00","55,727,396,330.00","6,378,243,910.00","15,290,309,330.00","-14,210,162,250.00","-1,264,342,160.00",0.95,"1,960,729,260.00","74,002,032,300.00","1,629,013,410.00","9,528,546,160.00","2,409,632,000.00","52,409,496,000.00","1,986,601.00","-1,344,091,150.00","229,499,772,420.00","77,094,945,240.00","51,418,897,200.00","3,012,040.00",Basic Materials,Applied Resources,"7,600.00","11,602,034,330.00"
693,BTP.HM,Baria Thermal Power JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Utilities,"1,909,359,553,190.00",7.00%,"969,731,614,970.00","302,268,214,730.00","1,275,277,907,850.00","328,496,076,700.00","-98,724,397,500.00","-122,233,275,450.00","124,392,531,150.00",0.91,"41,572,554,610.00","380,054,897,950.00","420,196,091,260.00","407,985,519,090.00","66,307,658,300.00","1,076,643,680,000.00","48,793,557.00","47,475,762,070.00","1,212,906,923,060.00","438,225,572,490.00","294,381,811,880.00","60,485,600.00",Utilities,Utilities,"30,100.00","16,356,337,060.00"
694,MHL.HN,Minh Huu Lien JSC,Vietnam,HANOI STOCK EXCHANGE,Industrials,"228,399,797,980.00",-8.80%,"162,664,028,980.00","134,037,483,370.00","36,830,900,360.00","42,802,879,550.00","-25,667,876,700.00","19,780,564,400.00","3,852,123,350.00",0.7,"7,447,567,860.00","169,623,002,030.00","-19,602,588,760.00","2,328,111,500.00",,"40,193,534,800.00","3,785,156.00","-14,147,557,050.00","330,950,292,000.00","38,211,616,560.00","51,888,461,640.00","5,288,620.00",Industrials,Industrial & Commercial Services,"33,400.00","246,592,217,770.00"
695,GLT.HN,Global Electrical Technology Corp,Vietnam,HANOI STOCK EXCHANGE,Basic Materials,"159,881,862,820.00",19.50%,"128,431,591,890.00","11,228,969,410.00","99,342,114,120.00","6,635,117,850.00","7,277,806,050.00","-10,142,156,980.00","18,392,381,500.00",2.34,"315,913,240.00","50,228,336,630.00","18,875,178,950.00","52,139,006,310.00","17,799,726,390.00","244,752,009,600.00","5,538,023.00","2,977,350,770.00","136,495,048,070.00","40,586,412,160.00","11,279,509,960.00","8,131,300.00",Basic Materials,Applied Resources,"58,802.51","198,708,383,850.00"
696,PGD.HM,Petrovietnam Low Pressure Gas Distribution JSC,Vietnam,HOCHIMINH STOCK EXCHANGE,Energy,"3,343,109,973,510.00",7.70%,"2,892,991,080,560.00",0,"1,383,407,937,390.00","289,930,094,060.00","-24,802,260,250.00","-179,996,140,000.00","-28,726,365,650.00",2.28,"60,510,598,780.00","1,959,614,036,130.00","292,561,783,520.00","1,627,757,782,700.00","179,996,140,000.00","3,005,935,538,000.00","86,905,164.00","52,046,831,410.00","8,996,079,897,300.00","1,188,000,846,100.00","1,737,346,171,350.00","89,998,070.00",Energy,Energy - Fossil Fuels,"13,500.00","28,076,884,800.00"
